"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,60,68,71,48,63
Admitidas,60,64,65,43,59
No admitidas,0,4,6,5,4
