"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,188,346,224,237,273
Admitidas (presentadas en el centro),83,78,76,68,76
Admitidas (presentadas en otro centro),0,4,3,3,7
No admitidas (presentadas en el centro),113,264,145,165,188
