"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,175,142,136,143,148
Admitidas (presentadas en el centro),89,90,84,89,97
Admitidas (presentadas en otro centro),0,3,2,3,2
No admitidas (presentadas en el centro),93,49,50,50,49
