"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,162,152,147,116,115
Admitidas (presentadas en el centro),110,119,116,100,97
Admitidas (presentadas en otro centro),0,2,1,2,1
No admitidas (presentadas en el centro),54,31,30,14,17
