"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,78,76,86,117,110
Admitidas,76,60,63,89,89
No admitidas,2,16,23,28,21
