"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,171,150,137,151,142
Admitidas (presentadas en el centro),107,87,100,101,97
Admitidas (presentadas en otro centro),0,2,3,3,5
No admitidas (presentadas en el centro),70,61,34,46,40
