"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,177,170,166,163,163
Admitidas (presentadas en el centro),134,148,148,149,148
Admitidas (presentadas en otro centro),0,7,5,3,3
No admitidas (presentadas en el centro),45,15,13,11,12
