"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,147,146,132,118,116
Admitidas,141,131,129,110,108
No admitidas,6,15,3,8,8
