"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,208,164,160,167,164
Admitidas (presentadas en el centro),127,135,138,131,139
Admitidas (presentadas en otro centro),0,5,3,2,0
No admitidas (presentadas en el centro),89,24,19,34,24
