"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,158,185,171,181,180
Admitidas (presentadas en el centro),111,113,110,104,111
Admitidas (presentadas en otro centro),0,5,4,6,4
No admitidas (presentadas en el centro),48,67,57,71,64
