"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,199,278,248,265,307
Admitidas (presentadas en el centro),89,97,99,98,104
Admitidas (presentadas en otro centro),0,0,1,5,16
No admitidas (presentadas en el centro),118,181,148,161,187
