"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,167,186,174,185,177
Admitidas (presentadas en el centro),118,118,121,114,112
Admitidas (presentadas en otro centro),0,2,6,6,7
No admitidas (presentadas en el centro),52,66,47,64,57
