"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,168,256,202,202,213
Admitidas,141,113,148,139,128
No admitidas,27,143,54,63,85
