"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,118,164,146,204,148
Admitidas,113,82,48,64,63
No admitidas,5,82,98,140,85
