"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,349,434,580,577,537
Admitidas,282,213,287,305,259
No admitidas,67,221,293,272,278
