"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,78,54,55,49,46
Admitidas,50,48,38,43,39
No admitidas,28,6,17,6,7
