"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,118,126,121,108,107
Admitidas,101,101,106,99,96
No admitidas,17,25,15,9,11
