"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,106,93,106,102,135
Admitidas (presentadas en el centro),87,91,93,97,114
Admitidas (presentadas en otro centro),0,1,2,1,2
No admitidas (presentadas en el centro),19,1,10,3,18
