"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,152,134,146,134,137
Admitidas (presentadas en el centro),98,108,96,99,100
Admitidas (presentadas en otro centro),0,6,12,13,10
No admitidas (presentadas en el centro),59,20,38,21,27
