"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,86,99,109,73,104
Admitidas,71,77,73,49,72
No admitidas,15,22,36,24,32
