"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,200,135,135,150,73
Admitidas,101,108,119,143,63
No admitidas,99,27,16,7,10
