"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,63,47,70,43,50
Admitidas,57,47,67,39,38
No admitidas,6,0,3,4,12
