"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,7,4,26,19,26
Admitidas,7,4,25,16,18
No admitidas,0,0,1,3,8
