"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,30,9,15,30,35
Admitidas,26,8,9,16,27
No admitidas,4,1,6,14,8
