"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,118,148,92,108,89
Admitidas,110,123,76,105,67
No admitidas,8,25,16,3,22
