"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,99,113,110,101,111
Admitidas (presentadas en el centro),68,96,96,90,88
Admitidas (presentadas en otro centro),0,4,2,1,5
No admitidas (presentadas en el centro),31,12,11,10,18
