"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,146,139,120,123,140
Admitidas (presentadas en el centro),98,101,107,104,109
Admitidas (presentadas en otro centro),0,9,6,3,3
No admitidas (presentadas en el centro),51,29,7,16,28
