"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,59,71,61,48,45
Admitidas,58,67,58,40,36
No admitidas,1,4,3,8,9
