"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,119,119,124,141,120
Admitidas (presentadas en el centro),91,105,107,119,102
Admitidas (presentadas en otro centro),0,3,1,2,5
No admitidas (presentadas en el centro),30,11,15,20,13
