"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,119,151,129,106,158
Admitidas (presentadas en el centro),80,86,97,77,106
Admitidas (presentadas en otro centro),0,4,4,7,7
No admitidas (presentadas en el centro),40,61,27,22,43
