"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,147,138,139,162,148
Admitidas (presentadas en el centro),105,102,111,114,117
Admitidas (presentadas en otro centro),0,3,3,3,1
No admitidas (presentadas en el centro),43,33,25,43,30
