"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,95,161,132,113,70
Admitidas,75,73,84,63,41
No admitidas,20,88,48,50,29
