"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,77,77,55,67,52
Admitidas,52,51,39,37,39
No admitidas,25,26,16,30,13
