"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,58,56,58,51,43
Admitidas,51,53,38,33,35
No admitidas,7,3,20,18,8
