"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,1,15,5,16,7
Admitidas,0,3,4,8,7
No admitidas,1,12,1,8,0
