"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,180,158,152,136,139
Admitidas,147,144,124,105,101
No admitidas,33,14,28,31,38
