"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,144,129,117,127,137
Admitidas (presentadas en el centro),107,102,97,95,109
Admitidas (presentadas en otro centro),0,9,9,11,5
No admitidas (presentadas en el centro),41,17,11,21,23
