"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,90,133,106,115,115
Admitidas,88,104,96,103,94
No admitidas,2,29,10,12,21
