"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,6,8,12,10,8
Admitidas,4,6,7,9,8
No admitidas,2,2,5,1,0
