"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,86,81,82,83,63
Admitidas,82,76,77,69,56
No admitidas,4,5,5,14,7
