"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,193,190,156,159,158
Admitidas,179,151,138,126,102
No admitidas,14,39,18,33,56
