"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,74,57,48,50,53
Admitidas,51,50,39,38,39
No admitidas,23,7,9,12,14
