"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,264,238,255,254,246
Admitidas (presentadas en el centro),185,188,191,178,186
Admitidas (presentadas en otro centro),0,3,2,6,4
No admitidas (presentadas en el centro),82,47,62,70,55
