"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,62,30,39,27,19
Admitidas,52,27,34,23,15
No admitidas,10,3,5,4,4
