"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,62,65,60,105,82
Admitidas,59,56,53,63,47
No admitidas,3,9,7,42,35
