"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,49,62,55,53,69
Admitidas,49,61,55,53,61
No admitidas,0,1,0,0,8
