"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,53,47,62,42,46
Admitidas,40,42,40,29,36
No admitidas,13,5,22,13,10
