"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,17,7,6,7,3
Admitidas,16,5,3,7,3
No admitidas,1,2,3,0,0
