"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,13,9,13,39,46
Admitidas,9,0,4,16,16
No admitidas,4,9,9,23,30
