"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,53,66,71,58,71
Admitidas (presentadas en el centro),50,64,69,56,65
Admitidas (presentadas en otro centro),0,0,0,1,3
No admitidas (presentadas en el centro),3,2,2,1,3
