"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,137,161,182,166,190
Admitidas (presentadas en el centro),84,80,81,80,78
Admitidas (presentadas en otro centro),0,4,4,3,7
No admitidas (presentadas en el centro),59,77,96,79,105
