"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,113,145,137,152,172
Admitidas (presentadas en el centro),86,92,93,101,106
Admitidas (presentadas en otro centro),0,3,6,5,4
No admitidas (presentadas en el centro),30,50,38,46,61
