"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,148,124,150,129,125
Admitidas,147,115,127,113,107
No admitidas,1,9,23,16,18
