"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,39,38,37,33,45
Admitidas,38,38,35,29,37
No admitidas,1,0,2,4,8
