"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,4,4,3,8,2
Admitidas,4,4,3,6,2
No admitidas,0,0,0,2,0
