"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,13,8,13,13,8
Admitidas,9,5,3,8,7
No admitidas,4,3,10,5,1
