"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,8,18,12,15,14
Admitidas,0,1,0,6,3
No admitidas,8,17,12,9,11
