"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,146,112,135,151,132
Admitidas (presentadas en el centro),110,104,119,118,108
Admitidas (presentadas en otro centro),0,3,1,2,3
No admitidas (presentadas en el centro),37,5,15,30,21
