"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,13,8,9,7,7
Admitidas,5,3,4,4,5
No admitidas,8,5,5,3,2
