"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,134,137,147,126,121
Admitidas (presentadas en el centro),100,99,105,91,82
Admitidas (presentadas en otro centro),0,3,1,2,3
No admitidas (presentadas en el centro),36,35,41,33,36
