"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,5,7,8,7,9
Admitidas (presentadas en el centro),5,7,7,6,8
Admitidas (presentadas en otro centro),0,0,1,1,1
No admitidas (presentadas en el centro),0,0,0,0,0
