"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas en el centro,350,406,400,349,270
Admitidas (presentadas en el centro),180,181,171,173,162
Admitidas (presentadas en otro centro),0,4,7,8,8
No admitidas (presentadas en el centro),173,221,222,167,96
