"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,69,73,72,63,63
Admitidas,65,58,60,59,57
No admitidas,4,15,12,4,6
