"PROCESO DE ADMISIÓN (solicitudes presentadas, admitidas, no admitidas)",2020-2021,2021-2022,2022-2023,2023-2024,2024-2025
Presentadas,92,96,63,68,89
Admitidas,75,75,55,58,73
No admitidas,17,21,8,10,16
